"","ST","POBP","count","location","country","region"
"558",8,136,8,"CO","Sweden","EUROPE"
"559",8,137,15,"CO","Switzerland","EUROPE"
"560",8,138,65,"CO","UnitedKingdom","EUROPE"
"561",8,139,64,"CO","England","EUROPE"
"562",8,140,8,"CO","Scotland","EUROPE"
"563",8,147,8,"CO","Yugoslavia","EUROPE"
"564",8,148,4,"CO","CzechRepublic","EUROPE"
"565",8,149,4,"CO","Slovakia","EUROPE"
"566",8,150,8,"CO","BosniaandHerzegovina",NA
"567",8,151,6,"CO","Croatia","EUROPE"
"568",8,152,1,"CO","Macedonia","EUROPE"
"569",8,154,2,"CO","Serbia","EUROPE"
"570",8,156,4,"CO","Latvia","EUROPE"
"571",8,157,3,"CO","Lithuania","EUROPE"
"572",8,158,9,"CO","Armenia","EUROPE"
"573",8,160,8,"CO","Belarus","EUROPE"
"574",8,161,1,"CO","Georgia","EUROPE"
"575",8,162,6,"CO","Moldova","EUROPE"
"576",8,163,71,"CO","Russia",NA
"577",8,164,47,"CO","Ukraine","EUROPE"
"578",8,165,12,"CO","USSR",NA
"579",8,169,4,"CO","OtherEurope",NA
"580",8,200,8,"CO","Afghanistan","ASIA"
"581",8,202,2,"CO","Bangladesh","ASIA"
"582",8,203,5,"CO","Bhutan","ASIA"
"583",8,206,20,"CO","Cambodia","ASIA"
"584",8,207,127,"CO","China","ASIA"
"585",8,209,7,"CO","HongKong","ASIA"
"586",8,210,129,"CO","India","ASIA"
"587",8,211,10,"CO","Indonesia","ASIA"
"588",8,212,34,"CO","Iran","ASIA"
"589",8,213,23,"CO","Iraq","ASIA"
"590",8,214,13,"CO","Israel","ASIA"
"591",8,215,41,"CO","Japan","ASIA"
"592",8,216,1,"CO","Jordan","ASIA"
"593",8,217,149,"CO","Korea",NA
"594",8,218,15,"CO","Kazakhstan","ASIA"
"595",8,222,3,"CO","Kuwait","ASIA"
"596",8,223,31,"CO","Laos","ASIA"
"597",8,224,5,"CO","Lebanon","ASIA"
"598",8,226,6,"CO","Malaysia","ASIA"
"599",8,229,30,"CO","Nepal","ASIA"
"600",8,231,21,"CO","Pakistan","ASIA"
"601",8,233,85,"CO","Philippines","ASIA"
"602",8,235,8,"CO","SaudiArabia","ASIA"
"603",8,236,5,"CO","Singapore","ASIA"
"604",8,238,1,"CO","SriLanka","ASIA"
"605",8,239,2,"CO","Syria","ASIA"
"606",8,240,23,"CO","Taiwan","ASIA"
"607",8,242,21,"CO","Thailand","ASIA"
"608",8,243,10,"CO","Turkey","ASIA"
"609",8,245,2,"CO","UnitedArabEmirates",NA
"610",8,246,9,"CO","Uzbekistan","ASIA"
"611",8,247,174,"CO","Vietnam","ASIA"
"612",8,248,2,"CO","Yemen","ASIA"
"613",8,249,2,"CO","Asia",NA
"614",8,253,5,"CO","SouthCentralAsia",NA
"615",8,254,8,"CO","OtherAsia",NA
"616",8,300,1,"CO","Bermuda",NA
"617",8,301,193,"CO","Canada","AMERICA"
"618",8,303,1559,"CO","Mexico","AMERICA"
"619",8,311,8,"CO","CostaRica","AMERICA"
"620",8,312,55,"CO","ElSalvador","AMERICA"
"621",8,313,39,"CO","Guatemala","AMERICA"
"622",8,314,25,"CO","Honduras","AMERICA"
"623",8,315,14,"CO","Nicaragua","AMERICA"
"624",8,316,7,"CO","Panama","AMERICA"
"625",8,324,1,"CO","Barbados","AMERICA"
"626",8,327,14,"CO","Cuba","AMERICA"
"627",8,329,10,"CO","DominicanRepublic","AMERICA"
"628",8,332,7,"CO","Haiti","AMERICA"
"629",8,333,8,"CO","Jamaica","AMERICA"
"630",8,339,1,"CO","St.Lucia",NA
"631",8,341,3,"CO","Trinidad",NA
"632",8,343,3,"CO","WestIndies",NA
"633",8,360,15,"CO","Argentina","AMERICA"
"634",8,361,5,"CO","Bolivia","AMERICA"
"635",8,362,27,"CO","Brazil","AMERICA"
"636",8,363,14,"CO","Chile","AMERICA"
"637",8,364,52,"CO","Colombia","AMERICA"
"638",8,365,14,"CO","Ecuador","AMERICA"
"639",8,368,1,"CO","Guyana","AMERICA"
"640",8,369,1,"CO","Paraguay","AMERICA"
"641",8,370,37,"CO","Peru","AMERICA"
"642",8,373,14,"CO","Venezuela","AMERICA"
"643",8,374,1,"CO","SouthAmerica",NA
"644",8,399,1,"CO","Americas",NA
"645",8,400,6,"CO","Algeria","AFRICA"
"646",8,412,1,"CO","Congo","AFRICA"
"647",8,414,5,"CO","Egypt","AFRICA"
"648",8,416,47,"CO","Ethiopia","AFRICA"
"649",8,417,7,"CO","Eritrea","AFRICA"
"650",8,421,11,"CO","Ghana","AFRICA"
"651",8,423,7,"CO","Guinea","AFRICA"
"652",8,427,12,"CO","Kenya","AFRICA"
"653",8,429,5,"CO","Liberia","AFRICA"
"654",8,430,14,"CO","Libya","AFRICA"
"655",8,436,2,"CO","Morocco","AFRICA"
"656",8,440,6,"CO","Nigeria","AFRICA"
"657",8,444,2,"CO","Senegal","AFRICA"
"658",8,447,3,"CO","SierraLeone","AFRICA"
"659",8,448,8,"CO","Somalia","AFRICA"
"660",8,449,27,"CO","SouthAfrica","AFRICA"
"661",8,451,8,"CO","Sudan","AFRICA"
"662",8,454,4,"CO","Togo","AFRICA"
"663",8,457,3,"CO","Uganda","AFRICA"
"664",8,459,2,"CO","DemocraticRepublicofCongo",NA
"665",8,460,2,"CO","Zambia","AFRICA"
"666",8,461,2,"CO","Zimbabwe","AFRICA"
"667",8,462,13,"CO","Africa",NA
"668",8,463,6,"CO","EasternAfrica",NA
"669",8,464,3,"CO","NorthernAfrica",NA
"670",8,467,7,"CO","WesternAfrica",NA
"671",8,468,2,"CO","OtherAfrica",NA
"672",8,501,22,"CO","Australia","OCEANIA"
"673",8,508,1,"CO","Fiji","OCEANIA"
"674",8,512,1,"CO","Micronesia","OCEANIA"
"675",8,515,7,"CO","NewZealand","OCEANIA"
"676",8,523,1,"CO","Tonga","OCEANIA"
"677",9,100,54,"CT","Albania","EUROPE"
"678",9,102,7,"CT","Austria","EUROPE"
"679",9,103,10,"CT","Belgium","EUROPE"
"680",9,104,7,"CT","Bulgaria","EUROPE"
"681",9,105,2,"CT","Czechoslovakia",NA
"682",9,106,3,"CT","Denmark","EUROPE"
"683",9,108,4,"CT","Finland","EUROPE"
"684",9,109,35,"CT","France","EUROPE"
"685",9,110,118,"CT","Germany","EUROPE"
"686",9,116,37,"CT","Greece","EUROPE"
"687",9,117,18,"CT","Hungary","EUROPE"
"688",9,118,1,"CT","Iceland","EUROPE"
"689",9,119,53,"CT","Ireland","EUROPE"
"690",9,120,180,"CT","Italy","EUROPE"
"691",9,126,25,"CT","Netherlands","EUROPE"
"692",9,127,8,"CT","Norway","EUROPE"
"693",9,128,268,"CT","Poland","EUROPE"
"694",9,129,121,"CT","Portugal","EUROPE"
"695",9,130,5,"CT","AzoresIslands",NA
"696",9,132,48,"CT","Romania","EUROPE"
"697",9,134,6,"CT","Spain","EUROPE"
"698",9,136,11,"CT","Sweden","EUROPE"
"699",9,137,12,"CT","Switzerland","EUROPE"
"700",9,138,80,"CT","UnitedKingdom","EUROPE"
"701",9,139,85,"CT","England","EUROPE"
"702",9,140,18,"CT","Scotland","EUROPE"
"703",9,147,5,"CT","Yugoslavia","EUROPE"
"704",9,148,5,"CT","CzechRepublic","EUROPE"
"705",9,149,9,"CT","Slovakia","EUROPE"
"706",9,150,21,"CT","BosniaandHerzegovina",NA
"707",9,151,6,"CT","Croatia","EUROPE"
"708",9,152,3,"CT","Macedonia","EUROPE"
"709",9,154,3,"CT","Serbia","EUROPE"
"710",9,156,6,"CT","Latvia","EUROPE"
"711",9,157,8,"CT","Lithuania","EUROPE"
"712",9,158,1,"CT","Armenia","EUROPE"
"713",9,160,7,"CT","Belarus","EUROPE"
"714",9,162,8,"CT","Moldova","EUROPE"
"715",9,163,55,"CT","Russia",NA
"716",9,164,45,"CT","Ukraine","EUROPE"
"717",9,165,6,"CT","USSR",NA
"718",9,168,8,"CT","Montenegro","EUROPE"
"719",9,169,9,"CT","OtherEurope",NA
"720",9,202,38,"CT","Bangladesh","ASIA"
"721",9,205,12,"CT","Myanmar",NA
"722",9,206,25,"CT","Cambodia","ASIA"
"723",9,207,189,"CT","China","ASIA"
"724",9,208,1,"CT","Cyprus","EUROPE"
"725",9,209,10,"CT","HongKong","ASIA"
"726",9,210,338,"CT","India","ASIA"
"727",9,211,3,"CT","Indonesia","ASIA"
"728",9,212,8,"CT","Iran","ASIA"
"729",9,213,2,"CT","Iraq","ASIA"
"730",9,214,20,"CT","Israel","ASIA"
"731",9,215,29,"CT","Japan","ASIA"
"732",9,216,2,"CT","Jordan","ASIA"
"733",9,217,88,"CT","Korea",NA
"734",9,218,1,"CT","Kazakhstan","ASIA"
"735",9,222,3,"CT","Kuwait","ASIA"
"736",9,223,22,"CT","Laos","ASIA"
"737",9,224,8,"CT","Lebanon","ASIA"
"738",9,226,9,"CT","Malaysia","ASIA"
"739",9,229,5,"CT","Nepal","ASIA"
"740",9,231,51,"CT","Pakistan","ASIA"
"741",9,233,108,"CT","Philippines","ASIA"
"742",9,235,10,"CT","SaudiArabia","ASIA"
"743",9,236,4,"CT","Singapore","ASIA"
"744",9,238,9,"CT","SriLanka","ASIA"
"745",9,239,6,"CT","Syria","ASIA"
"746",9,240,32,"CT","Taiwan","ASIA"
"747",9,242,12,"CT","Thailand","ASIA"
"748",9,243,25,"CT","Turkey","ASIA"
"749",9,245,1,"CT","UnitedArabEmirates",NA
"750",9,246,4,"CT","Uzbekistan","ASIA"
"751",9,247,71,"CT","Vietnam","ASIA"
"752",9,248,2,"CT","Yemen","ASIA"
"753",9,249,3,"CT","Asia",NA
"754",9,254,2,"CT","OtherAsia",NA
"755",9,300,1,"CT","Bermuda",NA
"756",9,301,159,"CT","Canada","AMERICA"
"757",9,303,165,"CT","Mexico","AMERICA"
"758",9,310,1,"CT","Belize","AMERICA"
"759",9,311,23,"CT","CostaRica","AMERICA"
"760",9,312,29,"CT","ElSalvador","AMERICA"
"761",9,313,103,"CT","Guatemala","AMERICA"
"762",9,314,25,"CT","Honduras","AMERICA"
"763",9,315,15,"CT","Nicaragua","AMERICA"
"764",9,316,6,"CT","Panama","AMERICA"
"765",9,321,4,"CT","Antigua",NA
"766",9,323,2,"CT","Bahamas","AMERICA"
"767",9,324,7,"CT","Barbados","AMERICA"
"768",9,327,33,"CT","Cuba","AMERICA"
"769",9,328,8,"CT","Dominica","AMERICA"
"770",9,329,127,"CT","DominicanRepublic","AMERICA"
"771",9,330,6,"CT","Grenada","AMERICA"
"772",9,332,80,"CT","Haiti","AMERICA"
"773",9,333,278,"CT","Jamaica","AMERICA"
"774",9,339,11,"CT","St.Lucia",NA
"775",9,340,3,"CT","St.Vincent",NA
"776",9,341,19,"CT","Trinidad",NA
"777",9,343,8,"CT","WestIndies",NA
"778",9,344,3,"CT","Caribbean",NA
"779",9,360,20,"CT","Argentina","AMERICA"
"780",9,361,3,"CT","Bolivia","AMERICA"
"781",9,362,144,"CT","Brazil","AMERICA"
"782",9,363,15,"CT","Chile","AMERICA"
"783",9,364,114,"CT","Colombia","AMERICA"
"784",9,365,123,"CT","Ecuador","AMERICA"
"785",9,368,30,"CT","Guyana","AMERICA"
"786",9,369,1,"CT","Paraguay","AMERICA"
"787",9,370,109,"CT","Peru","AMERICA"
"788",9,372,5,"CT","Uruguay","AMERICA"
"789",9,373,19,"CT","Venezuela","AMERICA"
"790",9,374,1,"CT","SouthAmerica",NA
"791",9,399,2,"CT","Americas",NA
"792",9,400,7,"CT","Algeria","AFRICA"
"793",9,412,4,"CT","Congo","AFRICA"
"794",9,414,16,"CT","Egypt","AFRICA"
"795",9,421,22,"CT","Ghana","AFRICA"
"796",9,423,3,"CT","Guinea","AFRICA"
"797",9,427,3,"CT","Kenya","AFRICA"
"798",9,429,1,"CT","Liberia","AFRICA"
"799",9,430,3,"CT","Libya","AFRICA"
"800",9,436,10,"CT","Morocco","AFRICA"
"801",9,440,16,"CT","Nigeria","AFRICA"
"802",9,444,2,"CT","Senegal","AFRICA"
"803",9,448,3,"CT","Somalia","AFRICA"
"804",9,449,14,"CT","SouthAfrica","AFRICA"
"805",9,451,4,"CT","Sudan","AFRICA"
"806",9,453,1,"CT","Tanzania","AFRICA"
"807",9,460,1,"CT","Zambia","AFRICA"
"808",9,461,4,"CT","Zimbabwe","AFRICA"
"809",9,462,7,"CT","Africa",NA
"810",9,463,1,"CT","EasternAfrica",NA
"811",9,464,5,"CT","NorthernAfrica",NA
"812",9,467,1,"CT","WesternAfrica",NA
"813",9,468,4,"CT","OtherAfrica",NA
"814",9,501,9,"CT","Australia","OCEANIA"
"815",9,515,1,"CT","NewZealand","OCEANIA"
"816",9,554,1,"CT","OtherUSIslandAreas",NA
"817",10,102,1,"DE","Austria","EUROPE"
"818",10,104,1,"DE","Bulgaria","EUROPE"
"819",10,105,2,"DE","Czechoslovakia",NA
"820",10,108,1,"DE","Finland","EUROPE"
"821",10,109,6,"DE","France","EUROPE"
"822",10,110,23,"DE","Germany","EUROPE"
"823",10,116,2,"DE","Greece","EUROPE"
"824",10,117,1,"DE","Hungary","EUROPE"
"825",10,119,7,"DE","Ireland","EUROPE"
"826",10,120,7,"DE","Italy","EUROPE"
"827",10,126,3,"DE","Netherlands","EUROPE"
"828",10,128,12,"DE","Poland","EUROPE"
"829",10,132,3,"DE","Romania","EUROPE"
"830",10,134,1,"DE","Spain","EUROPE"
"831",10,137,3,"DE","Switzerland","EUROPE"
"832",10,138,7,"DE","UnitedKingdom","EUROPE"
"833",10,139,14,"DE","England","EUROPE"
"834",10,140,8,"DE","Scotland","EUROPE"
"835",10,147,2,"DE","Yugoslavia","EUROPE"
"836",10,157,2,"DE","Lithuania","EUROPE"
"837",10,160,5,"DE","Belarus","EUROPE"
"838",10,163,6,"DE","Russia",NA
"839",10,164,4,"DE","Ukraine","EUROPE"
"840",10,169,2,"DE","OtherEurope",NA
"841",10,206,1,"DE","Cambodia","ASIA"
"842",10,207,50,"DE","China","ASIA"
"843",10,209,1,"DE","HongKong","ASIA"
"844",10,210,75,"DE","India","ASIA"
"845",10,212,3,"DE","Iran","ASIA"
"846",10,215,5,"DE","Japan","ASIA"
"847",10,217,12,"DE","Korea",NA
"848",10,224,2,"DE","Lebanon","ASIA"
"849",10,226,3,"DE","Malaysia","ASIA"
"850",10,229,1,"DE","Nepal","ASIA"
"851",10,231,21,"DE","Pakistan","ASIA"
"852",10,233,17,"DE","Philippines","ASIA"
"853",10,235,2,"DE","SaudiArabia","ASIA"
"854",10,240,10,"DE","Taiwan","ASIA"
"855",10,242,1,"DE","Thailand","ASIA"
"856",10,243,1,"DE","Turkey","ASIA"
"857",10,247,13,"DE","Vietnam","ASIA"
"858",10,248,1,"DE","Yemen","ASIA"
"859",10,254,1,"DE","OtherAsia",NA
"860",10,301,13,"DE","Canada","AMERICA"
"861",10,303,95,"DE","Mexico","AMERICA"
"862",10,312,3,"DE","ElSalvador","AMERICA"
"863",10,313,18,"DE","Guatemala","AMERICA"
"864",10,314,7,"DE","Honduras","AMERICA"
"865",10,316,6,"DE","Panama","AMERICA"
"866",10,323,1,"DE","Bahamas","AMERICA"
"867",10,324,1,"DE","Barbados","AMERICA"
"868",10,327,2,"DE","Cuba","AMERICA"
"869",10,328,1,"DE","Dominica","AMERICA"
"870",10,329,4,"DE","DominicanRepublic","AMERICA"
"871",10,332,5,"DE","Haiti","AMERICA"
"872",10,333,17,"DE","Jamaica","AMERICA"
"873",10,339,1,"DE","St.Lucia",NA
"874",10,341,10,"DE","Trinidad",NA
"875",10,360,2,"DE","Argentina","AMERICA"
"876",10,362,3,"DE","Brazil","AMERICA"
"877",10,363,1,"DE","Chile","AMERICA"
"878",10,364,4,"DE","Colombia","AMERICA"
"879",10,365,2,"DE","Ecuador","AMERICA"
"880",10,368,6,"DE","Guyana","AMERICA"
"881",10,370,2,"DE","Peru","AMERICA"
"882",10,372,2,"DE","Uruguay","AMERICA"
"883",10,407,1,"DE","Cameroon","AFRICA"
"884",10,414,11,"DE","Egypt","AFRICA"
"885",10,417,1,"DE","Eritrea","AFRICA"
"886",10,420,3,"DE","Gambia","AFRICA"
"887",10,421,7,"DE","Ghana","AFRICA"
"888",10,427,15,"DE","Kenya","AFRICA"
"889",10,429,11,"DE","Liberia","AFRICA"
"890",10,436,1,"DE","Morocco","AFRICA"
"891",10,440,9,"DE","Nigeria","AFRICA"
"892",10,447,1,"DE","SierraLeone","AFRICA"
"893",10,449,2,"DE","SouthAfrica","AFRICA"
"894",10,457,2,"DE","Uganda","AFRICA"
"895",10,462,3,"DE","Africa",NA
"896",10,467,1,"DE","WesternAfrica",NA
"897",10,515,1,"DE","NewZealand","OCEANIA"
"898",11,100,1,"DC","Albania","EUROPE"
"899",11,102,1,"DC","Austria","EUROPE"
"900",11,103,3,"DC","Belgium","EUROPE"
"901",11,104,4,"DC","Bulgaria","EUROPE"
"902",11,106,1,"DC","Denmark","EUROPE"
"903",11,108,3,"DC","Finland","EUROPE"
"904",11,109,32,"DC","France","EUROPE"
"905",11,110,18,"DC","Germany","EUROPE"
"906",11,116,2,"DC","Greece","EUROPE"
"907",11,117,3,"DC","Hungary","EUROPE"
"908",11,119,15,"DC","Ireland","EUROPE"
"909",11,120,18,"DC","Italy","EUROPE"
"910",11,126,3,"DC","Netherlands","EUROPE"
"911",11,127,3,"DC","Norway","EUROPE"
"912",11,128,3,"DC","Poland","EUROPE"
"913",11,132,2,"DC","Romania","EUROPE"
"914",11,134,18,"DC","Spain","EUROPE"
"915",11,136,6,"DC","Sweden","EUROPE"
"916",11,137,2,"DC","Switzerland","EUROPE"
"917",11,138,21,"DC","UnitedKingdom","EUROPE"
"918",11,139,8,"DC","England","EUROPE"
"919",11,148,1,"DC","CzechRepublic","EUROPE"
"920",11,149,1,"DC","Slovakia","EUROPE"
"921",11,150,2,"DC","BosniaandHerzegovina",NA
"922",11,151,1,"DC","Croatia","EUROPE"
"923",11,154,4,"DC","Serbia","EUROPE"
"924",11,156,1,"DC","Latvia","EUROPE"
"925",11,159,1,"DC","Azerbaijan","EUROPE"
"926",11,160,1,"DC","Belarus","EUROPE"
"927",11,161,2,"DC","Georgia","EUROPE"
"928",11,163,16,"DC","Russia",NA
"929",11,164,4,"DC","Ukraine","EUROPE"
"930",11,165,6,"DC","USSR",NA
"931",11,169,2,"DC","OtherEurope",NA
"932",11,202,7,"DC","Bangladesh","ASIA"
"933",11,207,26,"DC","China","ASIA"
"934",11,209,4,"DC","HongKong","ASIA"
"935",11,210,10,"DC","India","ASIA"
"936",11,211,1,"DC","Indonesia","ASIA"
"937",11,212,2,"DC","Iran","ASIA"
"938",11,213,1,"DC","Iraq","ASIA"
"939",11,214,2,"DC","Israel","ASIA"
"940",11,215,6,"DC","Japan","ASIA"
"941",11,216,2,"DC","Jordan","ASIA"
"942",11,217,10,"DC","Korea",NA
"943",11,222,1,"DC","Kuwait","ASIA"
"944",11,226,2,"DC","Malaysia","ASIA"
"945",11,229,7,"DC","Nepal","ASIA"
"946",11,231,6,"DC","Pakistan","ASIA"
"947",11,233,18,"DC","Philippines","ASIA"
"948",11,235,6,"DC","SaudiArabia","ASIA"
"949",11,236,1,"DC","Singapore","ASIA"
"950",11,240,6,"DC","Taiwan","ASIA"
"951",11,242,4,"DC","Thailand","ASIA"
"952",11,243,3,"DC","Turkey","ASIA"
"953",11,245,1,"DC","UnitedArabEmirates",NA
"954",11,246,2,"DC","Uzbekistan","ASIA"
"955",11,247,8,"DC","Vietnam","ASIA"
"956",11,253,1,"DC","SouthCentralAsia",NA
"957",11,301,27,"DC","Canada","AMERICA"
"958",11,303,15,"DC","Mexico","AMERICA"
"959",11,311,2,"DC","CostaRica","AMERICA"
"960",11,312,64,"DC","ElSalvador","AMERICA"
"961",11,313,15,"DC","Guatemala","AMERICA"
"962",11,314,5,"DC","Honduras","AMERICA"
"963",11,315,3,"DC","Nicaragua","AMERICA"
"964",11,316,2,"DC","Panama","AMERICA"
"965",11,321,1,"DC","Antigua",NA
"966",11,324,3,"DC","Barbados","AMERICA"
"967",11,327,4,"DC","Cuba","AMERICA"
"968",11,329,12,"DC","DominicanRepublic","AMERICA"
"969",11,330,2,"DC","Grenada","AMERICA"
"970",11,332,1,"DC","Haiti","AMERICA"
"971",11,333,27,"DC","Jamaica","AMERICA"
"972",11,339,2,"DC","St.Lucia",NA
"973",11,341,23,"DC","Trinidad",NA
"974",11,343,1,"DC","WestIndies",NA
"975",11,344,3,"DC","Caribbean",NA
"976",11,360,8,"DC","Argentina","AMERICA"
"977",11,361,12,"DC","Bolivia","AMERICA"
"978",11,362,20,"DC","Brazil","AMERICA"
"979",11,363,3,"DC","Chile","AMERICA"
"980",11,364,27,"DC","Colombia","AMERICA"
"981",11,365,10,"DC","Ecuador","AMERICA"
"982",11,368,10,"DC","Guyana","AMERICA"
"983",11,369,2,"DC","Paraguay","AMERICA"
"984",11,370,2,"DC","Peru","AMERICA"
"985",11,372,2,"DC","Uruguay","AMERICA"
"986",11,373,2,"DC","Venezuela","AMERICA"
"987",11,407,14,"DC","Cameroon","AFRICA"
"988",11,414,4,"DC","Egypt","AFRICA"
"989",11,416,58,"DC","Ethiopia","AFRICA"
"990",11,417,2,"DC","Eritrea","AFRICA"
"991",11,421,13,"DC","Ghana","AFRICA"
"992",11,427,3,"DC","Kenya","AFRICA"
"993",11,436,2,"DC","Morocco","AFRICA"
"994",11,440,22,"DC","Nigeria","AFRICA"
"995",11,444,1,"DC","Senegal","AFRICA"
"996",11,447,1,"DC","SierraLeone","AFRICA"
"997",11,449,3,"DC","SouthAfrica","AFRICA"
"998",11,453,1,"DC","Tanzania","AFRICA"
"999",11,459,3,"DC","DemocraticRepublicofCongo",NA
"1000",11,460,6,"DC","Zambia","AFRICA"
"1001",11,462,6,"DC","Africa",NA
"1002",11,463,5,"DC","EasternAfrica",NA
"1003",11,467,1,"DC","WesternAfrica",NA
"1004",11,468,2,"DC","OtherAfrica",NA
"1005",11,501,8,"DC","Australia","OCEANIA"
"1006",11,515,1,"DC","NewZealand","OCEANIA"
"1007",12,100,39,"FL","Albania","EUROPE"
"1008",12,102,42,"FL","Austria","EUROPE"
"1009",12,103,45,"FL","Belgium","EUROPE"
"1010",12,104,42,"FL","Bulgaria","EUROPE"
"1011",12,105,24,"FL","Czechoslovakia",NA
"1012",12,106,44,"FL","Denmark","EUROPE"
"1013",12,108,48,"FL","Finland","EUROPE"
"1014",12,109,187,"FL","France","EUROPE"
"1015",12,110,589,"FL","Germany","EUROPE"
"1016",12,116,96,"FL","Greece","EUROPE"
"1017",12,117,101,"FL","Hungary","EUROPE"
"1018",12,118,11,"FL","Iceland","EUROPE"
"1019",12,119,104,"FL","Ireland","EUROPE"
"1020",12,120,307,"FL","Italy","EUROPE"
"1021",12,126,87,"FL","Netherlands","EUROPE"
"1022",12,127,32,"FL","Norway","EUROPE"
"1023",12,128,242,"FL","Poland","EUROPE"
"1024",12,129,69,"FL","Portugal","EUROPE"
"1025",12,130,6,"FL","AzoresIslands",NA
"1026",12,132,101,"FL","Romania","EUROPE"
"1027",12,134,209,"FL","Spain","EUROPE"
"1028",12,136,50,"FL","Sweden","EUROPE"
"1029",12,137,31,"FL","Switzerland","EUROPE"
"1030",12,138,387,"FL","UnitedKingdom","EUROPE"
"1031",12,139,417,"FL","England","EUROPE"
"1032",12,140,97,"FL","Scotland","EUROPE"
"1033",12,147,35,"FL","Yugoslavia","EUROPE"
"1034",12,148,34,"FL","CzechRepublic","EUROPE"
"1035",12,149,18,"FL","Slovakia","EUROPE"
"1036",12,150,69,"FL","BosniaandHerzegovina",NA
"1037",12,151,28,"FL","Croatia","EUROPE"
"1038",12,152,12,"FL","Macedonia","EUROPE"
"1039",12,154,24,"FL","Serbia","EUROPE"
"1040",12,156,20,"FL","Latvia","EUROPE"
"1041",12,157,26,"FL","Lithuania","EUROPE"
"1042",12,158,3,"FL","Armenia","EUROPE"
"1043",12,159,6,"FL","Azerbaijan","EUROPE"
"1044",12,160,9,"FL","Belarus","EUROPE"
"1045",12,161,2,"FL","Georgia","EUROPE"
"1046",12,162,13,"FL","Moldova","EUROPE"
"1047",12,163,211,"FL","Russia",NA
"1048",12,164,109,"FL","Ukraine","EUROPE"
"1049",12,165,21,"FL","USSR",NA
"1050",12,168,2,"FL","Montenegro","EUROPE"
"1051",12,169,50,"FL","OtherEurope",NA
"1052",12,200,8,"FL","Afghanistan","ASIA"
"1053",12,202,65,"FL","Bangladesh","ASIA"
"1054",12,203,2,"FL","Bhutan","ASIA"
"1055",12,205,23,"FL","Myanmar",NA
"1056",12,206,46,"FL","Cambodia","ASIA"
"1057",12,207,443,"FL","China","ASIA"
"1058",12,208,11,"FL","Cyprus","EUROPE"
"1059",12,209,37,"FL","HongKong","ASIA"
"1060",12,210,708,"FL","India","ASIA"
"1061",12,211,33,"FL","Indonesia","ASIA"
"1062",12,212,91,"FL","Iran","ASIA"
"1063",12,213,40,"FL","Iraq","ASIA"
"1064",12,214,117,"FL","Israel","ASIA"
"1065",12,215,100,"FL","Japan","ASIA"
"1066",12,216,31,"FL","Jordan","ASIA"
"1067",12,217,171,"FL","Korea",NA
"1068",12,218,11,"FL","Kazakhstan","ASIA"
"1069",12,222,18,"FL","Kuwait","ASIA"
"1070",12,223,45,"FL","Laos","ASIA"
"1071",12,224,73,"FL","Lebanon","ASIA"
"1072",12,226,24,"FL","Malaysia","ASIA"
"1073",12,229,22,"FL","Nepal","ASIA"
"1074",12,231,103,"FL","Pakistan","ASIA"
"1075",12,233,770,"FL","Philippines","ASIA"
"1076",12,235,19,"FL","SaudiArabia","ASIA"
"1077",12,236,22,"FL","Singapore","ASIA"
"1078",12,238,14,"FL","SriLanka","ASIA"
"1079",12,239,34,"FL","Syria","ASIA"
"1080",12,240,91,"FL","Taiwan","ASIA"
"1081",12,242,128,"FL","Thailand","ASIA"
"1082",12,243,81,"FL","Turkey","ASIA"
"1083",12,245,4,"FL","UnitedArabEmirates",NA
"1084",12,246,12,"FL","Uzbekistan","ASIA"
"1085",12,247,499,"FL","Vietnam","ASIA"
"1086",12,248,1,"FL","Yemen","ASIA"
"1087",12,249,22,"FL","Asia",NA
"1088",12,253,1,"FL","SouthCentralAsia",NA
"1089",12,254,8,"FL","OtherAsia",NA
"1090",12,300,15,"FL","Bermuda",NA
"1091",12,301,1339,"FL","Canada","AMERICA"
"1092",12,303,1904,"FL","Mexico","AMERICA"
"1093",12,310,50,"FL","Belize","AMERICA"
"1094",12,311,136,"FL","CostaRica","AMERICA"
"1095",12,312,336,"FL","ElSalvador","AMERICA"
"1096",12,313,572,"FL","Guatemala","AMERICA"
"1097",12,314,601,"FL","Honduras","AMERICA"
"1098",12,315,831,"FL","Nicaragua","AMERICA"
"1099",12,316,191,"FL","Panama","AMERICA"
"1100",12,321,30,"FL","Antigua",NA
"1101",12,323,203,"FL","Bahamas","AMERICA"
"1102",12,324,49,"FL","Barbados","AMERICA"
"1103",12,327,7671,"FL","Cuba","AMERICA"
"1104",12,328,52,"FL","Dominica","AMERICA"
"1105",12,329,917,"FL","DominicanRepublic","AMERICA"
"1106",12,330,32,"FL","Grenada","AMERICA"
"1107",12,332,2219,"FL","Haiti","AMERICA"
"1108",12,333,1735,"FL","Jamaica","AMERICA"
"1109",12,339,13,"FL","St.Lucia",NA
"1110",12,340,16,"FL","St.Vincent",NA
"1111",12,341,350,"FL","Trinidad",NA
"1112",12,343,26,"FL","WestIndies",NA
"1113",12,344,84,"FL","Caribbean",NA
"1114",12,360,394,"FL","Argentina","AMERICA"
"1115",12,361,67,"FL","Bolivia","AMERICA"
"1116",12,362,647,"FL","Brazil","AMERICA"
"1117",12,363,186,"FL","Chile","AMERICA"
