"","ST","POBP","count","location","country"
"707",9,151,6,"CT","Croatia"
"708",9,152,3,"CT","Macedonia"
"709",9,154,3,"CT","Serbia"
"710",9,156,6,"CT","Latvia"
"711",9,157,8,"CT","Lithuania"
"712",9,158,1,"CT","Armenia"
"713",9,160,7,"CT","Belarus"
"714",9,162,8,"CT","Moldova"
"715",9,163,55,"CT","Russia"
"716",9,164,45,"CT","Ukraine"
"717",9,165,6,"CT","USSR"
"718",9,168,8,"CT","Montenegro"
"719",9,169,9,"CT","OtherEurope"
"720",9,202,38,"CT","Bangladesh"
"721",9,205,12,"CT","Myanmar"
"722",9,206,25,"CT","Cambodia"
"723",9,207,189,"CT","China"
"724",9,208,1,"CT","Cyprus"
"725",9,209,10,"CT","HongKong"
"726",9,210,338,"CT","India"
"727",9,211,3,"CT","Indonesia"
"728",9,212,8,"CT","Iran"
"729",9,213,2,"CT","Iraq"
"730",9,214,20,"CT","Israel"
"731",9,215,29,"CT","Japan"
"732",9,216,2,"CT","Jordan"
"733",9,217,88,"CT","Korea"
"734",9,218,1,"CT","Kazakhstan"
"735",9,222,3,"CT","Kuwait"
"736",9,223,22,"CT","Laos"
"737",9,224,8,"CT","Lebanon"
"738",9,226,9,"CT","Malaysia"
"739",9,229,5,"CT","Nepal"
"740",9,231,51,"CT","Pakistan"
"741",9,233,108,"CT","Philippines"
"742",9,235,10,"CT","SaudiArabia"
"743",9,236,4,"CT","Singapore"
"744",9,238,9,"CT","SriLanka"
"745",9,239,6,"CT","Syria"
"746",9,240,32,"CT","Taiwan"
"747",9,242,12,"CT","Thailand"
"748",9,243,25,"CT","Turkey"
"749",9,245,1,"CT","UnitedArabEmirates"
"750",9,246,4,"CT","Uzbekistan"
"751",9,247,71,"CT","Vietnam"
"752",9,248,2,"CT","Yemen"
"753",9,249,3,"CT","Asia"
"754",9,254,2,"CT","OtherAsia"
"755",9,300,1,"CT","Bermuda"
"756",9,301,159,"CT","Canada"
"757",9,303,165,"CT","Mexico"
"758",9,310,1,"CT","Belize"
"759",9,311,23,"CT","CostaRica"
"760",9,312,29,"CT","ElSalvador"
"761",9,313,103,"CT","Guatemala"
"762",9,314,25,"CT","Honduras"
"763",9,315,15,"CT","Nicaragua"
"764",9,316,6,"CT","Panama"
"765",9,321,4,"CT","Antigua"
"766",9,323,2,"CT","Bahamas"
"767",9,324,7,"CT","Barbados"
"768",9,327,33,"CT","Cuba"
"769",9,328,8,"CT","Dominica"
"770",9,329,127,"CT","DominicanRepublic"
"771",9,330,6,"CT","Grenada"
"772",9,332,80,"CT","Haiti"
"773",9,333,278,"CT","Jamaica"
"774",9,339,11,"CT","St.Lucia"
"775",9,340,3,"CT","St.Vincent"
"776",9,341,19,"CT","Trinidad"
"777",9,343,8,"CT","WestIndies"
"778",9,344,3,"CT","Caribbean"
"779",9,360,20,"CT","Argentina"
"780",9,361,3,"CT","Bolivia"
"781",9,362,144,"CT","Brazil"
"782",9,363,15,"CT","Chile"
"783",9,364,114,"CT","Colombia"
"784",9,365,123,"CT","Ecuador"
"785",9,368,30,"CT","Guyana"
"786",9,369,1,"CT","Paraguay"
"787",9,370,109,"CT","Peru"
"788",9,372,5,"CT","Uruguay"
"789",9,373,19,"CT","Venezuela"
"790",9,374,1,"CT","SouthAmerica"
"791",9,399,2,"CT","Americas"
"792",9,400,7,"CT","Algeria"
"793",9,412,4,"CT","Congo"
"794",9,414,16,"CT","Egypt"
"795",9,421,22,"CT","Ghana"
"796",9,423,3,"CT","Guinea"
"797",9,427,3,"CT","Kenya"
"798",9,429,1,"CT","Liberia"
"799",9,430,3,"CT","Libya"
"800",9,436,10,"CT","Morocco"
"801",9,440,16,"CT","Nigeria"
"802",9,444,2,"CT","Senegal"
"803",9,448,3,"CT","Somalia"
"804",9,449,14,"CT","SouthAfrica"
"805",9,451,4,"CT","Sudan"
"806",9,453,1,"CT","Tanzania"
"807",9,460,1,"CT","Zambia"
"808",9,461,4,"CT","Zimbabwe"
"809",9,462,7,"CT","Africa"
"810",9,463,1,"CT","EasternAfrica"
"811",9,464,5,"CT","NorthernAfrica"
"812",9,467,1,"CT","WesternAfrica"
"813",9,468,4,"CT","OtherAfrica"
"814",9,501,9,"CT","Australia"
"815",9,515,1,"CT","NewZealand"
"816",9,554,1,"CT","OtherUSIslandAreas"
"817",10,102,1,"DE","Austria"
"818",10,104,1,"DE","Bulgaria"
"819",10,105,2,"DE","Czechoslovakia"
"820",10,108,1,"DE","Finland"
"821",10,109,6,"DE","France"
"822",10,110,23,"DE","Germany"
"823",10,116,2,"DE","Greece"
"824",10,117,1,"DE","Hungary"
"825",10,119,7,"DE","Ireland"
"826",10,120,7,"DE","Italy"
"827",10,126,3,"DE","Netherlands"
"828",10,128,12,"DE","Poland"
"829",10,132,3,"DE","Romania"
"830",10,134,1,"DE","Spain"
"831",10,137,3,"DE","Switzerland"
"832",10,138,7,"DE","UnitedKingdom"
"833",10,139,14,"DE","England"
"834",10,140,8,"DE","Scotland"
"835",10,147,2,"DE","Yugoslavia"
"836",10,157,2,"DE","Lithuania"
"837",10,160,5,"DE","Belarus"
"838",10,163,6,"DE","Russia"
"839",10,164,4,"DE","Ukraine"
"840",10,169,2,"DE","OtherEurope"
"841",10,206,1,"DE","Cambodia"
"842",10,207,50,"DE","China"
"843",10,209,1,"DE","HongKong"
"844",10,210,75,"DE","India"
"845",10,212,3,"DE","Iran"
"846",10,215,5,"DE","Japan"
"847",10,217,12,"DE","Korea"
"848",10,224,2,"DE","Lebanon"
"849",10,226,3,"DE","Malaysia"
"850",10,229,1,"DE","Nepal"
"851",10,231,21,"DE","Pakistan"
"852",10,233,17,"DE","Philippines"
"853",10,235,2,"DE","SaudiArabia"
"854",10,240,10,"DE","Taiwan"
"855",10,242,1,"DE","Thailand"
"856",10,243,1,"DE","Turkey"
"857",10,247,13,"DE","Vietnam"
"858",10,248,1,"DE","Yemen"
"859",10,254,1,"DE","OtherAsia"
"860",10,301,13,"DE","Canada"
"861",10,303,95,"DE","Mexico"
"862",10,312,3,"DE","ElSalvador"
"863",10,313,18,"DE","Guatemala"
"864",10,314,7,"DE","Honduras"
"865",10,316,6,"DE","Panama"
"866",10,323,1,"DE","Bahamas"
"867",10,324,1,"DE","Barbados"
"868",10,327,2,"DE","Cuba"
"869",10,328,1,"DE","Dominica"
"870",10,329,4,"DE","DominicanRepublic"
"871",10,332,5,"DE","Haiti"
"872",10,333,17,"DE","Jamaica"
"873",10,339,1,"DE","St.Lucia"
"874",10,341,10,"DE","Trinidad"
"875",10,360,2,"DE","Argentina"
"876",10,362,3,"DE","Brazil"
"877",10,363,1,"DE","Chile"
"878",10,364,4,"DE","Colombia"
"879",10,365,2,"DE","Ecuador"
"880",10,368,6,"DE","Guyana"
"881",10,370,2,"DE","Peru"
"882",10,372,2,"DE","Uruguay"
"883",10,407,1,"DE","Cameroon"
"884",10,414,11,"DE","Egypt"
"885",10,417,1,"DE","Eritrea"
"886",10,420,3,"DE","Gambia"
"887",10,421,7,"DE","Ghana"
"888",10,427,15,"DE","Kenya"
"889",10,429,11,"DE","Liberia"
"890",10,436,1,"DE","Morocco"
"891",10,440,9,"DE","Nigeria"
"892",10,447,1,"DE","SierraLeone"
"893",10,449,2,"DE","SouthAfrica"
"894",10,457,2,"DE","Uganda"
"895",10,462,3,"DE","Africa"
"896",10,467,1,"DE","WesternAfrica"
"897",10,515,1,"DE","NewZealand"
"898",11,100,1,"DC","Albania"
"899",11,102,1,"DC","Austria"
"900",11,103,3,"DC","Belgium"
"901",11,104,4,"DC","Bulgaria"
"902",11,106,1,"DC","Denmark"
"903",11,108,3,"DC","Finland"
"904",11,109,32,"DC","France"
"905",11,110,18,"DC","Germany"
"906",11,116,2,"DC","Greece"
"907",11,117,3,"DC","Hungary"
"908",11,119,15,"DC","Ireland"
"909",11,120,18,"DC","Italy"
"910",11,126,3,"DC","Netherlands"
"911",11,127,3,"DC","Norway"
"912",11,128,3,"DC","Poland"
"913",11,132,2,"DC","Romania"
"914",11,134,18,"DC","Spain"
"915",11,136,6,"DC","Sweden"
"916",11,137,2,"DC","Switzerland"
"917",11,138,21,"DC","UnitedKingdom"
"918",11,139,8,"DC","England"
"919",11,148,1,"DC","CzechRepublic"
"920",11,149,1,"DC","Slovakia"
"921",11,150,2,"DC","BosniaandHerzegovina"
"922",11,151,1,"DC","Croatia"
"923",11,154,4,"DC","Serbia"
"924",11,156,1,"DC","Latvia"
"925",11,159,1,"DC","Azerbaijan"
"926",11,160,1,"DC","Belarus"
"927",11,161,2,"DC","Georgia"
"928",11,163,16,"DC","Russia"
"929",11,164,4,"DC","Ukraine"
"930",11,165,6,"DC","USSR"
"931",11,169,2,"DC","OtherEurope"
"932",11,202,7,"DC","Bangladesh"
"933",11,207,26,"DC","China"
"934",11,209,4,"DC","HongKong"
"935",11,210,10,"DC","India"
"936",11,211,1,"DC","Indonesia"
"937",11,212,2,"DC","Iran"
"938",11,213,1,"DC","Iraq"
"939",11,214,2,"DC","Israel"
"940",11,215,6,"DC","Japan"
"941",11,216,2,"DC","Jordan"
"942",11,217,10,"DC","Korea"
"943",11,222,1,"DC","Kuwait"
"944",11,226,2,"DC","Malaysia"
"945",11,229,7,"DC","Nepal"
"946",11,231,6,"DC","Pakistan"
"947",11,233,18,"DC","Philippines"
"948",11,235,6,"DC","SaudiArabia"
"949",11,236,1,"DC","Singapore"
"950",11,240,6,"DC","Taiwan"
"951",11,242,4,"DC","Thailand"
"952",11,243,3,"DC","Turkey"
"953",11,245,1,"DC","UnitedArabEmirates"
"954",11,246,2,"DC","Uzbekistan"
"955",11,247,8,"DC","Vietnam"
"956",11,253,1,"DC","SouthCentralAsia"
"957",11,301,27,"DC","Canada"
"958",11,303,15,"DC","Mexico"
"959",11,311,2,"DC","CostaRica"
"960",11,312,64,"DC","ElSalvador"
"961",11,313,15,"DC","Guatemala"
"962",11,314,5,"DC","Honduras"
"963",11,315,3,"DC","Nicaragua"
"964",11,316,2,"DC","Panama"
"965",11,321,1,"DC","Antigua"
"966",11,324,3,"DC","Barbados"
"967",11,327,4,"DC","Cuba"
"968",11,329,12,"DC","DominicanRepublic"
"969",11,330,2,"DC","Grenada"
"970",11,332,1,"DC","Haiti"
"971",11,333,27,"DC","Jamaica"
"972",11,339,2,"DC","St.Lucia"
"973",11,341,23,"DC","Trinidad"
"974",11,343,1,"DC","WestIndies"
"975",11,344,3,"DC","Caribbean"
"976",11,360,8,"DC","Argentina"
"977",11,361,12,"DC","Bolivia"
"978",11,362,20,"DC","Brazil"
"979",11,363,3,"DC","Chile"
"980",11,364,27,"DC","Colombia"
"981",11,365,10,"DC","Ecuador"
"982",11,368,10,"DC","Guyana"
"983",11,369,2,"DC","Paraguay"
"984",11,370,2,"DC","Peru"
"985",11,372,2,"DC","Uruguay"
"986",11,373,2,"DC","Venezuela"
"987",11,407,14,"DC","Cameroon"
"988",11,414,4,"DC","Egypt"
"989",11,416,58,"DC","Ethiopia"
"990",11,417,2,"DC","Eritrea"
"991",11,421,13,"DC","Ghana"
"992",11,427,3,"DC","Kenya"
"993",11,436,2,"DC","Morocco"
"994",11,440,22,"DC","Nigeria"
"995",11,444,1,"DC","Senegal"
"996",11,447,1,"DC","SierraLeone"
"997",11,449,3,"DC","SouthAfrica"
"998",11,453,1,"DC","Tanzania"
"999",11,459,3,"DC","DemocraticRepublicofCongo"
"1000",11,460,6,"DC","Zambia"
"1001",11,462,6,"DC","Africa"
"1002",11,463,5,"DC","EasternAfrica"
"1003",11,467,1,"DC","WesternAfrica"
"1004",11,468,2,"DC","OtherAfrica"
"1005",11,501,8,"DC","Australia"
"1006",11,515,1,"DC","NewZealand"
"1007",12,100,39,"FL","Albania"
"1008",12,102,42,"FL","Austria"
"1009",12,103,45,"FL","Belgium"
"1010",12,104,42,"FL","Bulgaria"
"1011",12,105,24,"FL","Czechoslovakia"
"1012",12,106,44,"FL","Denmark"
"1013",12,108,48,"FL","Finland"
"1014",12,109,187,"FL","France"
"1015",12,110,589,"FL","Germany"
"1016",12,116,96,"FL","Greece"
"1017",12,117,101,"FL","Hungary"
"1018",12,118,11,"FL","Iceland"
"1019",12,119,104,"FL","Ireland"
"1020",12,120,307,"FL","Italy"
"1021",12,126,87,"FL","Netherlands"
"1022",12,127,32,"FL","Norway"
"1023",12,128,242,"FL","Poland"
"1024",12,129,69,"FL","Portugal"
"1025",12,130,6,"FL","AzoresIslands"
"1026",12,132,101,"FL","Romania"
"1027",12,134,209,"FL","Spain"
"1028",12,136,50,"FL","Sweden"
"1029",12,137,31,"FL","Switzerland"
"1030",12,138,387,"FL","UnitedKingdom"
"1031",12,139,417,"FL","England"
"1032",12,140,97,"FL","Scotland"
"1033",12,147,35,"FL","Yugoslavia"
"1034",12,148,34,"FL","CzechRepublic"
"1035",12,149,18,"FL","Slovakia"
"1036",12,150,69,"FL","BosniaandHerzegovina"
"1037",12,151,28,"FL","Croatia"
"1038",12,152,12,"FL","Macedonia"
"1039",12,154,24,"FL","Serbia"
"1040",12,156,20,"FL","Latvia"
"1041",12,157,26,"FL","Lithuania"
"1042",12,158,3,"FL","Armenia"
"1043",12,159,6,"FL","Azerbaijan"
"1044",12,160,9,"FL","Belarus"
"1045",12,161,2,"FL","Georgia"
"1046",12,162,13,"FL","Moldova"
"1047",12,163,211,"FL","Russia"
"1048",12,164,109,"FL","Ukraine"
"1049",12,165,21,"FL","USSR"
"1050",12,168,2,"FL","Montenegro"
"1051",12,169,50,"FL","OtherEurope"
"1052",12,200,8,"FL","Afghanistan"
"1053",12,202,65,"FL","Bangladesh"
"1054",12,203,2,"FL","Bhutan"
"1055",12,205,23,"FL","Myanmar"
"1056",12,206,46,"FL","Cambodia"
"1057",12,207,443,"FL","China"
"1058",12,208,11,"FL","Cyprus"
"1059",12,209,37,"FL","HongKong"
"1060",12,210,708,"FL","India"
"1061",12,211,33,"FL","Indonesia"
"1062",12,212,91,"FL","Iran"
"1063",12,213,40,"FL","Iraq"
"1064",12,214,117,"FL","Israel"
"1065",12,215,100,"FL","Japan"
"1066",12,216,31,"FL","Jordan"
"1067",12,217,171,"FL","Korea"
"1068",12,218,11,"FL","Kazakhstan"
"1069",12,222,18,"FL","Kuwait"
"1070",12,223,45,"FL","Laos"
"1071",12,224,73,"FL","Lebanon"
"1072",12,226,24,"FL","Malaysia"
"1073",12,229,22,"FL","Nepal"
"1074",12,231,103,"FL","Pakistan"
"1075",12,233,770,"FL","Philippines"
"1076",12,235,19,"FL","SaudiArabia"
"1077",12,236,22,"FL","Singapore"
"1078",12,238,14,"FL","SriLanka"
"1079",12,239,34,"FL","Syria"
"1080",12,240,91,"FL","Taiwan"
"1081",12,242,128,"FL","Thailand"
"1082",12,243,81,"FL","Turkey"
"1083",12,245,4,"FL","UnitedArabEmirates"
"1084",12,246,12,"FL","Uzbekistan"
"1085",12,247,499,"FL","Vietnam"
"1086",12,248,1,"FL","Yemen"
"1087",12,249,22,"FL","Asia"
"1088",12,253,1,"FL","SouthCentralAsia"
"1089",12,254,8,"FL","OtherAsia"
"1090",12,300,15,"FL","Bermuda"
"1091",12,301,1339,"FL","Canada"
"1092",12,303,1904,"FL","Mexico"
"1093",12,310,50,"FL","Belize"
"1094",12,311,136,"FL","CostaRica"
"1095",12,312,336,"FL","ElSalvador"
"1096",12,313,572,"FL","Guatemala"
"1097",12,314,601,"FL","Honduras"
"1098",12,315,831,"FL","Nicaragua"
"1099",12,316,191,"FL","Panama"
"1100",12,321,30,"FL","Antigua"
"1101",12,323,203,"FL","Bahamas"
"1102",12,324,49,"FL","Barbados"
"1103",12,327,7671,"FL","Cuba"
"1104",12,328,52,"FL","Dominica"
"1105",12,329,917,"FL","DominicanRepublic"
"1106",12,330,32,"FL","Grenada"
"1107",12,332,2219,"FL","Haiti"
"1108",12,333,1735,"FL","Jamaica"
"1109",12,339,13,"FL","St.Lucia"
"1110",12,340,16,"FL","St.Vincent"
"1111",12,341,350,"FL","Trinidad"
"1112",12,343,26,"FL","WestIndies"
"1113",12,344,84,"FL","Caribbean"
"1114",12,360,394,"FL","Argentina"
"1115",12,361,67,"FL","Bolivia"
"1116",12,362,647,"FL","Brazil"
"1117",12,363,186,"FL","Chile"
"1118",12,364,2088,"FL","Colombia"
"1119",12,365,407,"FL","Ecuador"
"1120",12,368,300,"FL","Guyana"
"1121",12,369,10,"FL","Paraguay"
"1122",12,370,823,"FL","Peru"
"1123",12,372,134,"FL","Uruguay"
"1124",12,373,788,"FL","Venezuela"
"1125",12,374,9,"FL","SouthAmerica"
"1126",12,399,13,"FL","Americas"
"1127",12,400,20,"FL","Algeria"
"1128",12,408,8,"FL","CapeVerde"
"1129",12,412,2,"FL","Congo"
"1130",12,414,99,"FL","Egypt"
"1131",12,416,23,"FL","Ethiopia"
"1132",12,417,5,"FL","Eritrea"
"1133",12,420,2,"FL","Gambia"
"1134",12,421,16,"FL","Ghana"
"1135",12,423,1,"FL","Guinea"
"1136",12,427,20,"FL","Kenya"
"1137",12,429,4,"FL","Liberia"
"1138",12,430,3,"FL","Libya"
"1139",12,436,66,"FL","Morocco"
"1140",12,440,72,"FL","Nigeria"
"1141",12,444,5,"FL","Senegal"
"1142",12,449,112,"FL","SouthAfrica"
"1143",12,451,18,"FL","Sudan"
"1144",12,453,12,"FL","Tanzania"
"1145",12,454,4,"FL","Togo"
"1146",12,457,5,"FL","Uganda"
"1147",12,459,4,"FL","DemocraticRepublicofCongo"
"1148",12,460,13,"FL","Zambia"
"1149",12,461,20,"FL","Zimbabwe"
"1150",12,462,13,"FL","Africa"
"1151",12,463,19,"FL","EasternAfrica"
"1152",12,464,7,"FL","NorthernAfrica"
"1153",12,467,4,"FL","WesternAfrica"
"1154",12,468,5,"FL","OtherAfrica"
"1155",12,501,54,"FL","Australia"
"1156",12,508,1,"FL","Fiji"
"1157",12,511,1,"FL","MarshallIslands"
"1158",12,515,20,"FL","NewZealand"
"1159",12,527,2,"FL","Samoa"
"1160",12,554,4,"FL","OtherUSIslandAreas"
"1161",13,100,4,"GA","Albania"
"1162",13,102,7,"GA","Austria"
"1163",13,103,5,"GA","Belgium"
"1164",13,104,31,"GA","Bulgaria"
"1165",13,105,2,"GA","Czechoslovakia"
"1166",13,106,5,"GA","Denmark"
"1167",13,108,7,"GA","Finland"
"1168",13,109,38,"GA","France"
"1169",13,110,200,"GA","Germany"
"1170",13,116,12,"GA","Greece"
"1171",13,117,12,"GA","Hungary"
"1172",13,118,1,"GA","Iceland"
"1173",13,119,13,"GA","Ireland"
"1174",13,120,31,"GA","Italy"
"1175",13,126,19,"GA","Netherlands"
"1176",13,127,8,"GA","Norway"
"1177",13,128,24,"GA","Poland"
"1178",13,129,1,"GA","Portugal"
"1179",13,132,54,"GA","Romania"
"1180",13,134,17,"GA","Spain"
"1181",13,136,14,"GA","Sweden"
"1182",13,137,8,"GA","Switzerland"
"1183",13,138,115,"GA","UnitedKingdom"
"1184",13,139,112,"GA","England"
"1185",13,140,15,"GA","Scotland"
"1186",13,147,8,"GA","Yugoslavia"
"1187",13,148,10,"GA","CzechRepublic"
"1188",13,149,2,"GA","Slovakia"
"1189",13,150,38,"GA","BosniaandHerzegovina"
"1190",13,151,5,"GA","Croatia"
"1191",13,152,1,"GA","Macedonia"
"1192",13,154,2,"GA","Serbia"
"1193",13,156,9,"GA","Latvia"
"1194",13,157,5,"GA","Lithuania"
"1195",13,158,2,"GA","Armenia"
"1196",13,159,6,"GA","Azerbaijan"
"1197",13,160,2,"GA","Belarus"
"1198",13,161,6,"GA","Georgia"
"1199",13,162,7,"GA","Moldova"
"1200",13,163,79,"GA","Russia"
"1201",13,164,44,"GA","Ukraine"
"1202",13,165,3,"GA","USSR"
"1203",13,168,1,"GA","Montenegro"
"1204",13,169,9,"GA","OtherEurope"
"1205",13,200,15,"GA","Afghanistan"
"1206",13,202,29,"GA","Bangladesh"
"1207",13,203,32,"GA","Bhutan"
"1208",13,205,54,"GA","Myanmar"
"1209",13,206,27,"GA","Cambodia"
"1210",13,207,246,"GA","China"
"1211",13,209,18,"GA","HongKong"
"1212",13,210,636,"GA","India"
"1213",13,211,27,"GA","Indonesia"
"1214",13,212,68,"GA","Iran"
"1215",13,213,16,"GA","Iraq"
"1216",13,214,20,"GA","Israel"
"1217",13,215,68,"GA","Japan"
"1218",13,216,8,"GA","Jordan"
"1219",13,217,369,"GA","Korea"
"1220",13,218,3,"GA","Kazakhstan"
"1221",13,222,5,"GA","Kuwait"
"1222",13,223,57,"GA","Laos"
"1223",13,224,24,"GA","Lebanon"
"1224",13,226,11,"GA","Malaysia"
"1225",13,229,38,"GA","Nepal"
"1226",13,231,94,"GA","Pakistan"
"1227",13,233,156,"GA","Philippines"
"1228",13,235,13,"GA","SaudiArabia"
"1229",13,236,6,"GA","Singapore"
"1230",13,238,8,"GA","SriLanka"
"1231",13,239,9,"GA","Syria"
"1232",13,240,61,"GA","Taiwan"
"1233",13,242,50,"GA","Thailand"
"1234",13,243,12,"GA","Turkey"
"1235",13,245,5,"GA","UnitedArabEmirates"
"1236",13,246,4,"GA","Uzbekistan"
"1237",13,247,334,"GA","Vietnam"
"1238",13,249,11,"GA","Asia"
"1239",13,253,2,"GA","SouthCentralAsia"
"1240",13,254,2,"GA","OtherAsia"
"1241",13,300,1,"GA","Bermuda"
"1242",13,301,194,"GA","Canada"
"1243",13,303,1616,"GA","Mexico"
"1244",13,310,9,"GA","Belize"
"1245",13,311,7,"GA","CostaRica"
"1246",13,312,144,"GA","ElSalvador"
"1247",13,313,163,"GA","Guatemala"
"1248",13,314,112,"GA","Honduras"
"1249",13,315,33,"GA","Nicaragua"
"1250",13,316,29,"GA","Panama"
"1251",13,321,11,"GA","Antigua"
"1252",13,323,11,"GA","Bahamas"
"1253",13,324,12,"GA","Barbados"
"1254",13,327,115,"GA","Cuba"
"1255",13,328,4,"GA","Dominica"
"1256",13,329,55,"GA","DominicanRepublic"
"1257",13,330,8,"GA","Grenada"
"1258",13,332,87,"GA","Haiti"
"1259",13,333,276,"GA","Jamaica"
"1260",13,339,8,"GA","St.Lucia"
"1261",13,340,4,"GA","St.Vincent"
"1262",13,341,59,"GA","Trinidad"
"1263",13,343,16,"GA","WestIndies"
"1264",13,344,8,"GA","Caribbean"
"1265",13,360,17,"GA","Argentina"
"1266",13,362,82,"GA","Brazil"
"1267",13,363,25,"GA","Chile"
"1268",13,364,122,"GA","Colombia"
"1269",13,365,27,"GA","Ecuador"
"1270",13,368,55,"GA","Guyana"
"1271",13,369,1,"GA","Paraguay"
"1272",13,370,58,"GA","Peru"
"1273",13,372,17,"GA","Uruguay"
"1274",13,373,50,"GA","Venezuela"
"1275",13,374,5,"GA","SouthAmerica"
"1276",13,399,3,"GA","Americas"
"1277",13,400,1,"GA","Algeria"
"1278",13,407,17,"GA","Cameroon"
"1279",13,412,4,"GA","Congo"
"1280",13,414,19,"GA","Egypt"
"1281",13,416,105,"GA","Ethiopia"
"1282",13,417,13,"GA","Eritrea"
"1283",13,420,5,"GA","Gambia"
"1284",13,421,59,"GA","Ghana"
"1285",13,423,9,"GA","Guinea"
"1286",13,427,45,"GA","Kenya"
"1287",13,429,30,"GA","Liberia"
"1288",13,436,8,"GA","Morocco"
"1289",13,440,126,"GA","Nigeria"
"1290",13,444,6,"GA","Senegal"
"1291",13,447,4,"GA","SierraLeone"
"1292",13,448,19,"GA","Somalia"
"1293",13,449,75,"GA","SouthAfrica"
"1294",13,451,8,"GA","Sudan"
"1295",13,453,9,"GA","Tanzania"
"1296",13,454,5,"GA","Togo"
"1297",13,457,6,"GA","Uganda"
"1298",13,459,12,"GA","DemocraticRepublicofCongo"
"1299",13,460,2,"GA","Zambia"
"1300",13,461,15,"GA","Zimbabwe"
"1301",13,462,36,"GA","Africa"
"1302",13,463,5,"GA","EasternAfrica"
"1303",13,464,2,"GA","NorthernAfrica"
"1304",13,467,12,"GA","WesternAfrica"
"1305",13,468,5,"GA","OtherAfrica"
"1306",13,501,16,"GA","Australia"
"1307",13,508,1,"GA","Fiji"
"1308",13,512,3,"GA","Micronesia"
"1309",13,515,7,"GA","NewZealand"
"1310",15,100,1,"HI","Albania"
"1311",15,102,4,"HI","Austria"
"1312",15,104,5,"HI","Bulgaria"
"1313",15,106,1,"HI","Denmark"
"1314",15,108,2,"HI","Finland"
"1315",15,109,13,"HI","France"
"1316",15,110,29,"HI","Germany"
"1317",15,116,1,"HI","Greece"
"1318",15,117,4,"HI","Hungary"
"1319",15,119,1,"HI","Ireland"
"1320",15,120,5,"HI","Italy"
"1321",15,126,4,"HI","Netherlands"
"1322",15,128,6,"HI","Poland"
"1323",15,129,1,"HI","Portugal"
"1324",15,132,3,"HI","Romania"
"1325",15,134,3,"HI","Spain"
"1326",15,136,5,"HI","Sweden"
"1327",15,137,5,"HI","Switzerland"
"1328",15,138,6,"HI","UnitedKingdom"
"1329",15,139,10,"HI","England"
"1330",15,140,2,"HI","Scotland"
"1331",15,147,1,"HI","Yugoslavia"
"1332",15,148,1,"HI","CzechRepublic"
"1333",15,149,1,"HI","Slovakia"
"1334",15,156,1,"HI","Latvia"
"1335",15,163,1,"HI","Russia"
"1336",15,164,1,"HI","Ukraine"
"1337",15,165,2,"HI","USSR"
"1338",15,202,5,"HI","Bangladesh"
"1339",15,205,1,"HI","Myanmar"
"1340",15,206,7,"HI","Cambodia"
"1341",15,207,151,"HI","China"
"1342",15,209,46,"HI","HongKong"
"1343",15,210,9,"HI","India"
"1344",15,211,8,"HI","Indonesia"
"1345",15,212,8,"HI","Iran"
"1346",15,214,2,"HI","Israel"
"1347",15,215,256,"HI","Japan"
"1348",15,217,140,"HI","Korea"
"1349",15,223,8,"HI","Laos"
"1350",15,224,1,"HI","Lebanon"
"1351",15,226,4,"HI","Malaysia"
"1352",15,229,7,"HI","Nepal"
"1353",15,233,1031,"HI","Philippines"
"1354",15,235,1,"HI","SaudiArabia"
"1355",15,236,6,"HI","Singapore"
"1356",15,240,30,"HI","Taiwan"
"1357",15,242,14,"HI","Thailand"
"1358",15,247,116,"HI","Vietnam"
"1359",15,254,1,"HI","OtherAsia"
"1360",15,300,1,"HI","Bermuda"
"1361",15,301,54,"HI","Canada"
"1362",15,303,26,"HI","Mexico"
"1363",15,312,1,"HI","ElSalvador"
"1364",15,314,1,"HI","Honduras"
"1365",15,315,2,"HI","Nicaragua"
"1366",15,316,1,"HI","Panama"
"1367",15,323,1,"HI","Bahamas"
"1368",15,329,1,"HI","DominicanRepublic"
"1369",15,332,4,"HI","Haiti"
"1370",15,333,4,"HI","Jamaica"
"1371",15,339,1,"HI","St.Lucia"
"1372",15,360,7,"HI","Argentina"
"1373",15,362,6,"HI","Brazil"
"1374",15,364,4,"HI","Colombia"
"1375",15,365,2,"HI","Ecuador"
"1376",15,370,6,"HI","Peru"
"1377",15,373,2,"HI","Venezuela"
"1378",15,421,1,"HI","Ghana"
"1379",15,427,1,"HI","Kenya"
"1380",15,430,1,"HI","Libya"
"1381",15,449,5,"HI","SouthAfrica"
"1382",15,453,1,"HI","Tanzania"
"1383",15,461,1,"HI","Zimbabwe"
"1384",15,467,2,"HI","WesternAfrica"
"1385",15,501,6,"HI","Australia"
"1386",15,511,44,"HI","MarshallIslands"
"1387",15,512,84,"HI","Micronesia"
"1388",15,515,3,"HI","NewZealand"
"1389",15,523,7,"HI","Tonga"
"1390",15,527,18,"HI","Samoa"
"1391",15,554,15,"HI","OtherUSIslandAreas"
"1392",16,102,1,"ID","Austria"
"1393",16,104,1,"ID","Bulgaria"
"1394",16,105,1,"ID","Czechoslovakia"
"1395",16,106,2,"ID","Denmark"
"1396",16,108,1,"ID","Finland"
"1397",16,109,8,"ID","France"
"1398",16,110,24,"ID","Germany"
"1399",16,120,4,"ID","Italy"
